"score","text","class"
4,"selamat idul fitri","Positive"
-8,"walaopun ada momen jadi babu tanya yang tidak ingin jawab tapi lebaran yang satu yang jauh cair hati yang beku kembali ingat kepada mereka yang telah pergi tinggal dunia lalu banyak hikmah yang bisa petik dari idul fitri","Negative"
5," minal aidin wal faidzin sobat tongcun mohon maaf lahir bathin selamat hari raya idul fitri bagi yang raya yang enggak selamat libur ","Positive"
4,"selamat hari raya idul fitri ","Positive"
0,"solat idul fitri rasa rekreasi ","Neutral"
5," selamat hari raya idul fitri adek minal aidzin wal faidzin mohon maaf lahir dan batin ","Positive"
1,"rt takbir kumandang tanda menang telah datang mohon maaf atas semua salah taqabbalallahu minna wa minkum minal a","Positive"
12,"rt suka sekal dengan ucap selamat idul fitri yang muncul dalam koran sin po ini betul raya hampir bareng","Positive"
5," selamat idul fitri h mohon maaf lahir batin","Positive"
9,"kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentum kuat tali saudara dan satu demi wujud indonesia yang tangguh dan tumbuh tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"rt selamat hari raya idul fitri ","Positive"
4,"selamat hari raya idul fitri tweepsmohon maaf lahir dan batin ","Positive"
4," selamat idul fitri maaf lahir batin ya lea ","Positive"
11,"selamat hari raya idul fitri sayang sayang akuuuu maaf lahir batin tunggu thr nya ya sini cium dulu ","Positive"
4,"rt selamat hari raya idul fitri h hwsindonesia hetalia idulfitri ","Positive"
4,"selamat hari raya idul fitri hmohon maaf lahir batin ","Positive"
3,"rt senang sekal idul fitri tahun ini kita bisa laksana kembali sholat ied sama sama berjamaah tanpa ada batas se","Positive"
0,"pada hari senin tanggal mei pukul wib si ada selesai babinsa desa pelemgadung serka sudarno laksana sholat idul fitri di masjid istikamah dukuh bulak asri rt desa pelemgadung c karangmalang ","Neutral"
4,"rt halo sunflowers selamat hari raya idul fitri bagi yang raya kami admin haechanconfess ucap minal aidzi","Positive"
5," syawal mei kamu hadir di dunia dek tepat hari raya idul fitri kamu lahir bahkan setelah sholat ied tapi nyata allah lebih sayang sama kamu hari yang fitri itu juga kamu pulang jam yang begitu harga ","Positive"
4," selamat hari raya idul fitri h","Positive"
5,"selamat hari raya idul fitri untuk teman yang raya mohon maaf lahir batin happy eid mubarak for those who celebrates have a good dan warm day ","Positive"
5,"selamat idul fitri h mohon maaf lahir dan batin ","Positive"
5,"rt selamat hari raya idul fitri h sama minal aidin wal faizin mohon maaf lahir batin moga kita semua kemba","Positive"
5,"selamat hari raya idul fitri mohon maaf lahir dan batin ya teman teman ","Positive"
4," selamat hari raya idul fitri ","Positive"
4,"selamat hari raya idul fitri h minal aidin walfaidzinmohon maaf lahir ","Positive"
0,"yuk raya hari raya idul fitri dengan tetap laksana sama utama maka masker untuk jaga diri dari sebar covid tetapprokessaatlebaranbersama laksana sama ","Neutral"
4," selamat idul fitri bude ","Positive"
10,"kami segenap keluarga pt data sains inteknova ucap selamat hari raya idul fitri syawal h minal aidzin wal faidzin mohon maaf lahir dan batin moga allah swt terima semua amal ibadah kita datasainsinteknova datascience ramadhan h selamatharirayaidulfitri ","Positive"
-1," orang warga bina rutan pinrang kanwil kemenkumham sulsel dapat remisi khusus rk hari raya idul fitri tahun orang langsung bebas senin kumhampasti kumhamsulsel rutanpinrang ","Negative"
3," ngebayangin makan rendang pas idul fitri sudah bayang rasa enak banget terus hilang wkwkwkw ilangnya ngocol pulaaaa kayak warung kopi dki ","Positive"
1,"rt wa alaikumsalam wr wb minal aidzin walfadzin mohon maaf lahir dan batin bang mohon dibukak","Positive"
1,"kabid humas polda jawa barat serta staf dan jajar mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin tetapprokessaatlebaranbersama laksana sama ","Positive"
0," bismillah woodz trauma ver woodz colorful ver wooseok bibbidi ver selamat hari raya idul fitri ","Neutral"
-5,"no one si born perfect pasti ada kurang ada cacat dan ada salah selamat idul fitri mohon maaf lahir dan batin dan sama sama ya ","Negative"
9,"rt bahagia yang masih bisa jalin dan nikmat indah silaturahim dan bagi meski untuk itu perlu korban waktu bi","Positive"
0,"ikut tentu dalam edar penyelenggaran ibdah idul fitri tahun h sama surat edar nomor se tahun monggo simak tetapprokessaatlebaranbersama laksana sama ","Neutral"
4,"selamat idul fitri semua","Positive"
-4,"kontak ics sama bws masih banyak di wa padahal sudah jarang banget kontakkanmau ucap selamat idul fitri tapi lupa yang mana saja yang raya ","Negative"
5," selamat idul fitri mohon maaf lahie batin pakai emot ","Positive"
1,"cara paling aman untuk hindar risiko salam oleh yang bukan mahrom saat idul fitri karena takut singgung adalah ","Positive"
4,"selamat hari raya idul fitri ","Positive"
4,"polda kep babel dan jajar laksana aman di tempat laksana sholat ied hari raya idul fitri h ","Positive"
8," sahabatbawaslugunungkidul segenap keluarga besar bawaslu kabupaten gunungkidul ucap selamat hari raya idul fitri h mohon maaf lahir dan batin ","Positive"
13,"rt giveaway spesial idul fitri menang hadiah welkin via coda saldo e wallet besar kak only bukan","Positive"
4,"selamat hari raya idul fitri h ","Positive"
5,"kelas kripto cepod ucap selamat hari raya idul fitri mohon maaf lahir batin ","Positive"
4," happy birthday selamat idul fitri juga ","Positive"
-5,"puasa dendam min idul fitri makan banyak","Negative"
5,"selamat idul fitri mohon maaf lahir dan batin ","Positive"
0,"rt purwokerto senin mei kapolsek kompol sambas b gue sh anggota sub satgas preventif okc giat patroli sama","Neutral"
4,"selamat hari raya idul fitri buat yang raya ","Positive"
1,"news brimob sulut komandan batalyon a pelopor satbrimobda sulut akbp drs johan harap sitorus sama staf dan bhayangkari mengucapkanselamat hari raya idul fitri syawal hijriahminal aidin wal faidzin mohon maaf lahir dan batin brimobsulut brimob id ","Positive"
-6,"pas habis salam salam sama ibuk ibuk masjid pas habis sholat idul fitri terus pas pulang nyata sendal hilang anjir pulang pulang jadi nyeker untung sudah agak sepi lah kalo rame mah malu banget","Negative"
5,"selamat idul fitri mohon sama af lahir batinmoga bigwin ","Positive"
0,"rt romadlon tepat malam ini ratus tahun lalu wafat guru para ulama di jawa syaikhona muhammad kholil b abd al lathif","Neutral"
5," selamat hari raya idul fitri kak mohon maaf lahir batin ya ","Positive"
4,"selamat hari raya idul fitri h lebaran laksana sama tetap guna masker saat laksana sholat ied tetapprokessaatlebaranbersama laksana sama ","Positive"
4,"taqabbalallahu minna wa minkum taqabbal ya kariim selamat hari raya idul fitri hminal aidin wal faidzin ya","Positive"
5," taqabbalallahu minna wa minkum selamat hari raya idul fitri h mohon maaf lahir batin moga kita semua selalu dalam lindung allah swt ","Positive"
8,"rt keluarga besar lapas kelas iia purwokerto mengucapkanselamat hari raya idul fitri hijriahsemoga amal ibadah ki","Positive"
8,"rt kata kata tutup keren jerseynya juga keren ada lambang scudetto pula selamat hari raya idul fitri ya semua gua","Positive"
4," selamat hari raya idul fitri juga mbakmohon maaf lahir dan batin ","Positive"
5," thrdariakungakasik selamat hari raya idul fitri mohon maaf lahir batin","Positive"
4,"selamat hari raya idul fitri hijriah yall","Positive"
0,"ucap selamat idul fitri ke bude art yang mudik di tanya mau di bekelin oleh oleh apa dari kampung halaman duh bude mudik saja masih ingat oleholeh padahal balik jakarta saja kami sudah syukur banget","Neutral"
5,"rt seperti buah harus tiap lebaran harus ngepost video ini wkwkwk selamat hari raya idul fitri sama","Positive"
4,"suasana salat idul fitri di masjid al aqsa selamat hari raya idul fitri bagi seluruh ummat islam eidmubarak ","Positive"
8,"lebaran idul fitri bang mul kali ini nilai kangen ke orang tua cinta","Positive"
4,"selamat hari raya idul fitri ","Positive"
4,"selamat hari raya idul fitri dan selamat libur ","Positive"
5," kami segenap rekan bcproject ucap selamat hari raya idul fitri hijriah mohon maaf lahir dan batin ","Positive"
-1,"menteri hukum dan ham lalu kantor wilayah jawa tengah berik wbp remisi khusus hari raya idul fitri h tahun kumhampasti bhpsemarang ayuspahruddin kemenkumhamjateng remisi berita twitter socialmedia ","Negative"
4,"rt selamat hari raya idul fitri syawal h taqobbala","Positive"
5,"selamat idul fitri bagi yang raya mohon maaf lahir batin teman teman ","Positive"
17," biarpun enggak idul fitri tapi ikut menyemarakkan lebaran paling kangen mudik pas lebaran makan khas lebaran krecek sama opor ayam pakai ketupat kapan lagi makan kalo enggak lebaran kue kering macam rupa enak ","Positive"
4,"rt selamat hari raya idul fitri komandan ","Positive"
4," selamat hari raya idul fitriminal aidin wal faizinmohon maaf lahir dan bathin ","Positive"
-1,"kunjung kantor wilayah dalam monitoring evaluasi giat laksana sholat idul fitri dan serah remisi khusus hari raya idul fitri h ","Negative"
0,"lama kuasa di talib sang pemimpin tinggi baru dua kali muncul di muka publik kumparannews ","Neutral"
4,"selamat hari raya idul fitri ","Positive"
4,"raya idul fitri h dandim ponorogo himbau masyarakat untuk tetap patuh protokol sehat ","Positive"
0,"sambut hari raya idul fitri h warga pulau ende gelar pawai takbir laut buserbhindo buserbhindo ","Neutral"
4,"selamat hari raya idul fitri from keluarga cempaka ","Positive"
-1,"ia harap raya ini dapat jadi momentum untuk seluruh masyarakat kembali ke fitrah ","Negative"
0,"idul fitri h annisa pohan dan bcl unggah foto bareng ibunda pakai mukena tempocantika","Neutral"
4,"selamat hari raya idul fitri h ","Positive"
1,"kepala polisi resor banyuasin serta staf dan bhayangkari mengucapkanselamat hari raya idul fitri syawal h minal aidin wal faizin mohon maaf lahir dan batin akbp imam safi si ik sama sikapolres banyuasin nya nurbahiyah imam ketua bhayangkari cab banyuasin ","Positive"
18,"selamat hari raya idul fitri h bersih hati suci diri mari sambut hari yang fitri sama orang yang kita cinta moga kita semua beri sempat untuk bertemu bulan ramadan tahun depan hari ini mari kita sambut hari menang ","Positive"
8," selamat hari raya idul fitri syawal h taqabballahu minnaa waminkum taqaballahu ya kariim moga allah swt terima semua amal ibadah kita serta temu kita kembali dengan ramadhan di tahun depan amin ya rabb ","Positive"
4,"selamat hari raya idul fitri all","Positive"
4,"rt selamat hari raya idul fitri minal aidin wal faidzin monmaap kalo twit munyil banyak yang rese soal memang bawa orok re","Positive"
0,"minal aidzin wal faizinmohon maaf lahir dan batinselamat hari rayaidul fitri syawal hijriyah ","Neutral"
5,"kami segenap keluarga bem kamu fakultas farmasi universitas andalas kabinet sembagi aksara ucap selamat hari raya idul fitri h mohon maaf lahir dan batin","Positive"
4,"selamat hari raya idul fitrimohon maaf lahir dan batin","Positive"
-2," idul fitri h dalam bening hati ada cuil benih prasangka dalam santun ucap ada kala khilaf tak sengaja dengan rendah hati mohon maaf segala salah ","Negative"
11,"tampak sholad idul fitri syawal h di stadion megah keren yang bangun dengan libat kerja dari anak bangsa terima kasih pak cuma anda yang mampu wujud stadion yang kini jadi bangga jakarta dan indonesia aniesbaswedanpresiden ","Positive"
5," selamat idul fitri cantikkuuu mohon maaf lahir batin wann","Positive"
0,"kakanwil a yuspahruddin kemenkumham jateng napi di jateng dapat remisi idul fitri ","Neutral"
3,"selamat hari raya idul fitri bagi yang raya minal aidin wal faidzin mohon maaf lahir dan batin ya aku minta maaf kalo lama ini ada salah moga bisa maaf moga ketemu lagi di ramadhan ikut dengan kondisi baik sekarang jangan lupa mam nastar ","Positive"
3," selamat hari raya idul fitri adek mohon maaf lahir dan bathin btw kok typo ","Positive"
4," h far selamat idul fitri","Positive"
6,"rt selamat raya idul fitri hijriah kembali suci penuh fitrah dalam silaturahmi yang penuh berkah kemhan kemhanri","Positive"
11," done ya kak belum nya terima kasih moga bisa menang oh iya selamat hari raya idul fitri ya kak moga rezeki kakak lancar terus sehat selalu juga buat kakak dan keluarga kakak amin ","Positive"
0,"ibu ani tuai padipadi letak di atas mejaselamat hari raya idul fitri aktivitastanpabatas internetnyaindonesia silaturahmitanpabatas","Neutral"
8,"kali dua dalam hidup rasa percaya diri comfortable raya idul fitri tahun ini benar bayik bawa berkah buat mami masyaallah ","Positive"
4," makasiii kak selamat idul fitri juga","Positive"
0,"venna melinda rasa banyak beda saat raya idul fitri setelah milik suami venna diketahui telah meni dengan ferry irawan ","Neutral"
5," thrdariakungakasyik selamat hari raya idul fitri mohon maaf lahir batinttd ","Positive"
0," alhamdulillah kita semua bisa laksana idul fitri tahun ini ujar presiden ","Neutral"
1,"oiya minal aidzin wal faidzin ya moots mohon maaf kalo ada salah kata salah perilaku tapi aku yakin enggak salah dalam suka sunghoonselamat idul fitri bagi yang raya ","Positive"
5,"selamat hari raya idul fitri mohon sama af lahir dan bathin minal aidin wal faidzin ","Positive"
4,"selamat hari raya idul fitri h bagi yang raya ","Positive"
5,"bang selamat idul fitri mohon maaf lahir dan batin salam buat keluarga hampir gemini ","Positive"
0," berkah hari raya idul fitri","Neutral"
4,"wakil kepala polisi daerah jawa barat mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidzin mohon maaf lahir dan batin wakapoldabrigjen pol bariza sulfi tetapprokessaatlebaranbersama laksana sama ","Positive"
9,"cv wadita ucap selamat hari raya idul fitri h mohon maaf lahir dan batin www tokopedia cvwaditaselamat belanja dan tetap jaga kesehatancv wadita percaya dan bisa andal ","Positive"
4,"eid mubarak happy eid selamat hari raya idul fitri ","Positive"
0,"rt kepala polisi negara republik indonesia mengucapkanselamat hari raya idul fitri hijriah minal aidin wal faidz","Neutral"
4,"ucap selamat idul fitri kapolri imbau perkokoh sama dan rajut satu ","Positive"
0,"rt shalat idul fitri sama menhan bapak di masjid nurul wathon padepokan garuda yaksa hambalang kabupaten bogor ","Neutral"
5,"selamat hari raya idul fitri minal aidzin walfaizin mohon maaf lahir dan batin ","Positive"
4,"selamat idul fitrimohon maaf lahir batin","Positive"
0,"rt kapolri jenderal polisi listyo sigit prabowo harap hari raya idul fitri dapat jadi momentu","Neutral"
4," selamat idul fitri kamerad jomblo soviet indonesia uuuuuurraaaaaaaa ","Positive"
0," rutan pinrang kanwil kemenkumham sulsel suasana idul fitri langsung khidmat hadir bawak khutbah ustaz sukaldi alkajani tindak bagai imam salat ustaz sulaiman dan muallaq khatib mansyur kumhampasti kumhamsulsel rutanpinrang","Neutral"
5,"kepala kantor imigrasi kelas i tapi polonia serta jajar ucap selamat hari raya idul fitri h minal aidin wal faidzin mohon maaf lahir dan batin kanimpolonia imigrasipolonia imigrasiindonesia ditjen imigrasi kemenkumhamsumut ","Positive"
5,"selamat hari raya idul fitri syawal hminal aidzin wal faidzin mohon maaf lahir dan batin","Positive"
0," tempat di lapang serbaguna rutan pinrang kanwil kemenkumham sulsel kepala rutan wahyu trah utomo sama jabat struktural para gawai dan warga bina rutan pinrang ikut salat idul fitri hijriah kumhampasti rutanpinrang","Neutral"
